,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,screen_name,happy_img_idx,angry_img_idx,person_name,clean_text,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
147,147,148,176,201,301,32712,nytimes,3770,7171,Barack Obama,"In recent months, Trump has used closed-door conversations to question the authenticity of Obama's birth certificat…",Real,2,117,16.3,18.1,154.5,-0.135,0.07,0.124,1.41,0.3,0,1.11,1.29,2.57,0.26,1.36,0.82,1.88,1.78,0.71,1.31,0,0.28,0.66,0.03,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0.461010426,0.299078107,0.239911482,0.195482999,0.716653943,0.087863006,0.493135333,0.000283954,0.309722722,3.73E-07,0.084801659,4.82E-06,0.112051174
148,148,149,177,202,302,35183,politico,7788,4257,Barack Obama,NOW LIVE: The secret backstory of how the Obama administration let Hezbollah off the hook,Real,2,117,-4.6,4.9,130.2,-0.277,0.134,-0.059,0.63,0,0,0,1.14,0.84,0.83,0.04,0.25,0.47,1.61,0.28,0.34,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0.620631099,0.233748078,0.145620838,0.097141095,0.83448261,0.068376288,0.001237261,1.93E-07,0.015043091,0.00011568,0.980295002,3.62E-06,0.003305149
149,149,150,178,203,303,34937,BostonDotCom,3890,7930,Barack Obama,Barack Obama is coming to Boston to speak at a sports conference next month,Real,2,117,12.9,19.1,155.9,-0.066,0.194,-0.076,1.01,0,0,0,1.88,2.73,0.87,0,0.82,0.43,0,0,0.81,0.41,1.05,0.11,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.488196999,0.178209737,0.333593279,0.142652661,0.85734731,0,0.304182172,1.44E-05,0.134886533,1.24E-06,0.532550752,1.87E-05,0.028346149
150,150,151,179,204,304,7654,NPR,7937,7623,Barack Obama,Barack Obama is to report for jury duty next month in Cook County. Whether he'll be chosen is another question.,Real,2,117,11.9,9.9,155.9,0.023,-0.118,0.111,0.77,0,0.12,0,3.36,4.09,0.45,3.04,3.02,0.34,0.77,0,1.22,0,2,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.191819757,0.808180273,0,0.135345578,0.591959119,0.272695303,5.17E-18,1.89E-32,6.98E-20,0.999993324,9.73E-14,2.88E-17,6.66E-06
151,151,152,180,205,305,8181,timesofindia,4240,7548,Barack Obama,"Manu Joseph's column | No man can really claim to be a feminist, whether he’s Aziz Ansari or Obama via @TOIOpinion",Real,2,117,10.3,14.3,137.2,0.118,-0.075,0.056,0,0,1.82,0.07,0.2,0.84,1.09,1.88,0.08,1.98,0.53,0.32,0.87,0,1.1,2.52,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0.335104018,0.664896011,0,0.07993307,0.588296413,0.331770509,0.077491254,5.95E-05,1.21E-05,3.97E-05,0.244023427,3.18E-06,0.678370833
152,152,153,183,209,309,7004,USATODAY,4552,7817,Barack Obama,"'Let Malia live': Chelsea Clinton, Common, more rush to Malia Obama's defense on Twitter",Real,2,117,-3.2,10.9,152.2,-0.1,-0.312,-0.071,0.91,0,0.44,0.08,0,1.29,0.44,1.7,0,0.32,2.11,0.61,1.01,0.36,0,0.75,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0.292617947,0.655711651,0.051670402,0.056681998,0.871387064,0.071930945,0.001764283,7.85E-07,0.002274582,0.003994016,0.328407675,1.60E-07,0.663558543
153,153,154,184,212,312,20606,WashTimes,4568,3463,Barack Obama,"""A fair question is, did Mr. Obama have the authority to create the #DACA program?"" asks @CFTR's Daniel Oliver…",Real,2,117,-1.4,11.3,134.6,-0.019,0.037,0.099,0.53,0,0.26,0.34,0,0,0,0.62,0,1.63,1.73,0.85,1.09,0.09,0,0,0.75,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0.60326761,0.323095083,0.073637284,0.072162703,0.546416461,0.381420821,0.124324761,0.006724852,0.476222396,4.63E-06,0.392388463,4.31E-06,0.000330565
154,154,155,185,213,313,22058,politico,3507,7410,Barack Obama,Obama's former 2012 campaign manager says that Donald Trump may be tweeting his way into losses in 2018 and 2020…,Real,2,117,5.5,14,139.3,-0.094,0.092,-0.024,0.3,0,0,0,0,0,0.3,0,0,0.66,1.64,0.62,1.25,0.62,0,0.82,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0.259424329,0.666896939,0.073678747,0.022163676,0.964452863,0.013383533,0.018268147,6.76E-05,0.008533303,0.004542028,0.124998167,1.63E-05,0.843574524
155,155,156,186,214,314,22099,WashTimes,4198,7811,Barack Obama,Rep. Steve Scalise scolds former Obama adviser Ben Rhodes for ‘obits’ tweet @washtimes,Real,2,117,5.1,0.9,142.4,-0.156,0.234,0.119,1.36,0,0,0,2.27,2.34,0.61,1.75,2.15,1.4,1.34,0,1.11,0,2.52,0,0.83,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0.441265583,0.483091801,0.075642653,0.124469601,0.578549623,0.296980768,0.001231443,2.74E-10,0.019059876,0.97511816,0.000108846,0.004383878,9.77E-05
156,156,157,187,215,315,36798,CBSNews,4227,7877,Barack Obama,"SOON: A vote to change an Obama-era rule could affect how you use your favorite websites. A debate on ""net neutrali…",Real,2,117,7.4,8.8,122,0.02,-0.086,-0.051,1.12,1.1,0.26,2.05,0,0,0,0.36,0.17,1.29,0.63,0.66,0.88,0.07,0.32,1.32,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.443671048,0.49107787,0.065251023,0.111150347,0.566782117,0.322067499,0.002077153,2.35E-05,0.001795221,0.0006056,0.073473446,0.00078042,0.921244681
157,157,158,189,217,317,31549,washingtonpost,4571,7995,Barack Obama,Trump administration reverses some of Obama's Cuba policies in crackdown on travel and business with the island,Real,2,117,-7.7,13.9,138.6,0.022,0.279,-0.083,0.71,0,0.16,0,0.12,1.1,0.11,1.06,0.76,1.66,0.83,0.07,0,0,0.7,1.16,0.13,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0.340305924,0.562218666,0.09747532,0.062313586,0.667617381,0.270069063,0.336800426,0.38088721,0.115129672,0.000425082,0.117105551,0.002943848,0.04670826
158,158,159,191,219,319,31516,NPR,3831,7448,Barack Obama,"Five years ago, President Obama signed a bill imposing sanctions on a group of powerful people there charged with i…",Real,2,117,3.2,13.4,120.9,-0.106,0.058,0.095,0,0,0,0.03,4.78,4.54,0.39,3.23,3.74,0.19,1.82,0,0.37,0,3.51,0,0.65,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0.305241138,0.692501843,0.002257052,0.097287908,0.902712047,0,5.67E-05,1.12E-11,1.52E-08,0.925456941,4.83E-08,4.37E-05,0.074442551
159,159,160,192,220,320,37689,ReutersPolitics,3774,8014,Barack Obama,Former President Barack Obama makes closing remarks at his foundation's summit in Chicago,Real,2,117,24,24,132.4,-0.114,-0.175,0.068,0.48,0,0,0,0.9,0,0.44,3.8,0.21,1.65,2.09,0,0.75,0,0.38,0.65,0.16,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.432147443,0.364902169,0.202950388,0.023087243,0,0.976912796,0.00613003,6.34E-10,0.913993955,1.89E-07,0.055532914,2.11E-05,0.024321843
160,160,161,193,221,321,26185,Suntimes,3891,7527,Barack Obama,"Jury duty in the morning, and later Wednesday, Obama set to deliver paid speech to conference organized by major do…",Real,2,117,-10.6,10.9,133.5,-0.018,0.307,-0.041,0.67,0,0,0,0,0,0.14,1.35,0,0.82,0.53,0,0.62,0,0.83,1.07,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0.263555676,0.736444294,0,0.070733719,0.403637171,0.525629163,0.032811441,0.760516346,0.206183702,0.000136327,0.000312816,6.84E-06,3.25E-05
161,161,162,194,222,322,23100,USATODAY,3477,4476,Barack Obama,Consumer advocates say rollbacks of Obama-era financial rules will hit you in the pocket. But not everyone agrees.,Real,2,117,9.6,8.8,139,0.011,0.09,-0.015,0,0,1.57,0,0.34,2.38,0.35,0.29,0,0.49,0,0,1.66,0.27,0.39,0.23,0.49,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0.247210681,0.752789319,0,0.166035786,0.823822439,0.010141809,0.041416764,5.72E-05,0.002145496,0.932418883,0.000973906,0.000213345,0.022774402
162,162,163,195,224,324,33099,mashable,7381,7815,Barack Obama,Barack Obama offers to share secret files on aliens if you help in the fight against AIDS,Real,2,117,25.2,12.9,140.1,-0.336,-0.149,0.084,0.31,0,0,2.1,1.15,1.23,0.96,2.47,0,0,1.19,0.23,1.96,1.08,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0.205953181,0.79404676,0,0.139506683,0.043033242,0.81746006,0.004285267,2.68E-07,0.418275923,5.14E-05,0.010749755,0.004003589,0.562633812
163,163,164,196,225,325,30697,NBCNews,3499,7263,Barack Obama,"""You don't tweet every thought,"" Michelle Obama said at an Obama Foundation event. ""And I'm not talking about anybo…",Real,2,117,7.7,13.5,144.6,0.059,0.229,-0.003,0,0,1.24,0,0.13,0.93,0.14,0.2,0,1.32,0.5,0,1.28,0.03,0.8,0.81,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0.331647873,0.484490335,0.183861792,0,0,1,0.904348791,0.000660324,0.007422798,0.000485818,0.038199581,0.000884919,0.047997776
164,164,165,197,226,326,34580,HuffPostPol,7332,4486,Barack Obama,Michelle Obama appears to throw shade at Trump with Twitter advice,Real,2,117,21.7,2,144.6,-0.059,-0.133,-0.019,1.08,0,0,1.32,1.16,0.15,0.13,1.53,0.35,0.42,1.18,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.457689911,0.456783026,0.08552704,0.079947747,0.023150893,0.896901369,0.279877841,2.61E-09,0.038371447,5.95E-06,0.624057293,1.76E-06,0.057685625
165,165,166,198,228,328,23701,WashTimes,4516,3880,Barack Obama,Trump signing legislation to repeal Obama-era arbitration rule,Real,2,117,3,7.6,127.9,-0.111,0.066,-0.013,0.54,0,0,0,0,0,0.07,0,0,0.71,1.52,0.9,1.08,0.79,0,0.97,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0.309508592,0.431445301,0.259046108,0.081353061,0.918646932,0,0.001540383,3.26E-07,0.035878528,0.02387207,0.216866717,0.000179532,0.721662521
166,166,167,199,229,329,9355,CNNPolitics,4426,7199,Barack Obama,"First on CNN: Former President Barack Obama adds his voice to the Alabama Senate race, imploring voters to go to th…",Real,2,117,4.2,17.2,120.3,-0.215,-0.05,-0.048,1.05,0.72,0.46,2.76,0.37,1.63,0,1.34,0,0.36,1.75,0,0,0,0.92,0.64,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0.522119045,0.107459806,0.370421201,0.056967542,0.786632836,0.156399578,0.511166573,5.12E-07,0.001576197,0.000241411,0.486301631,1.65E-10,0.000713706
167,167,168,200,230,330,29169,WashTimes,3844,4524,Barack Obama,"""In an interview on former Obama adviser David Axelrod’s podcast, Ms. Rice said the #MeToo movement is a positive t…",Real,2,117,-7,9.6,134.6,-0.299,0.011,-0.038,2.48,0,0.96,0.98,0.97,0.62,0.27,1.03,0,0,1.73,0,0.8,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0.546653271,0.437976331,0.015370429,0.082727425,0.852533996,0.064738549,0.553369462,0.000219928,0.380604446,0.000933145,0.064741105,2.49E-05,0.000106974
168,168,169,201,231,331,29767,BuzzFeedNews,7963,7513,Barack Obama,Joe Arpaio is holding fast to his repeatedly debunked theories about Barack Obama's birth certificate,Real,2,117,2.8,8.5,118.2,-0.094,0.006,0.034,0.8,0,1.61,0,0.81,1.78,0.44,1.5,0.57,0.68,3.1,1.49,0.43,0.15,0.04,1.93,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.356518656,0.513237476,0.130243838,0,0,1,0.998338223,1.08E-08,8.66E-05,4.57E-09,0.001484946,3.58E-08,9.03E-05
169,169,170,202,232,332,5028,IrishTimes,4248,8005,Barack Obama,How Obama and Trump built their brand by writing books,Real,2,117,23.8,11.3,142,-0.023,-0.082,-0.036,0.02,0,0.18,0,0,0,0,0.12,0.36,0.7,0.74,0.5,1.14,0.39,0,0.61,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0.43086344,0.446696252,0.122440286,0.202262819,0.595179141,0.202558026,0.000113407,7.48E-12,0.070632994,0.047616709,0.00262148,0.080000497,0.799014986
170,170,171,203,233,333,29361,nytimes,3511,3471,Barack Obama,"In his new book, Ta-Nehisi Coates ""offers a cleareyed assessment of the racism that limited"" what Obama could say",Real,2,117,20.8,18.7,137.7,-0.314,-0.229,0.081,0.27,0,0,0.31,0.77,1.26,0.44,1.91,0,0,2.73,0,4.01,0,0,0,0.07,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.263551325,0.736448705,0,0.159764543,0.220672533,0.619562984,0.000293218,3.77E-09,0.299371004,0.001475726,0.050196078,0.00138734,0.64727664
171,171,172,204,234,334,28642,ReutersPolitics,3799,4557,Barack Obama,WATCH LIVE: Former President Obama speaks at his foundation’s first summit,Real,2,117,-3.7,22.4,149.2,-0.001,0.246,-0.096,0.84,0,0.51,0,0,0,0,0.2,0,0.79,1.44,1.54,0,0.32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0.323359132,0.576126993,0.100513905,0.142545566,0.709076583,0.148377851,0.275531471,8.98E-07,0.007825522,0.000246814,0.369122922,0.000109031,0.34716332
172,172,173,205,235,335,10074,usweekly,7874,7347,Barack Obama,Exclusive! Christian Siriano gets real about dressing different body types and working with Michelle Obama:,Real,2,117,1,5.3,136.4,-0.068,0.157,-0.13,0.84,0.4,0.31,0.27,0.4,1.1,0,0.51,0.27,1.76,0.71,2.29,0,0.75,0,1.04,0.06,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0.445348263,0.331449121,0.223202631,0.047098693,0.374076188,0.578825116,0.002600046,4.11E-07,0.009611138,0.015159008,0.023681553,4.40E-05,0.948903859
173,173,174,207,237,337,22178,orlandosentinel,7272,7909,Barack Obama,Trump now aiming to reverse an Obama-era rule on restaurant tips,Real,2,117,13.5,26.2,146,0.09,0.119,0.008,0.25,0,1.73,0.02,0,0.46,0,0,0,0.3,0.76,0.62,0.9,0.65,0,0,0.72,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0.274361819,0.725638211,0,0.081677429,0.466700703,0.45162186,0.015383673,1.12E-07,0.062445708,2.86E-05,0.661960125,1.22E-05,0.260169625
174,174,175,209,239,339,11477,nytimes,4165,4521,Barack Obama,The FCC voted to repeal Obama-era net neutrality rules. Here’s what you need to know.,Real,2,117,9.1,14.3,135.2,-0.313,0.07,0.138,2.11,0,0.98,0.1,2.24,3.56,0.53,2.69,0.48,0,1.94,0,2.96,0,0.41,0,0.47,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0.510065615,0.328179061,0.161755338,0.044173319,0.955826759,0,0.000930386,1.64E-06,0.771564782,0.000377959,0.227064922,3.98E-05,2.06E-05
175,175,176,210,240,340,24818,TelegraphNews,4410,7826,Barack Obama,Jeff Sessions reportedly to repeal Obama-era law allowing states to choose whether to legalise marijuana,Real,2,117,5.4,18.1,140.6,-0.049,0.054,-0.004,0,0,0.32,0,2.85,2.35,1.23,1.73,3.02,2.14,0.49,0,0.98,0,2.21,0.6,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0.255924076,0.744075894,0,0.152546525,0.646433651,0.201019809,5.99E-08,1.00E-14,1.03E-06,0.998052001,3.27E-06,0.001046432,0.000897103
176,176,177,211,241,341,22017,WashTimes,4457,4195,Barack Obama,Rep. Steve Scalise scolds former Obama adviser Ben Rhodes for 'obits' tweet,Real,2,117,16,19,136,-0.295,0.156,-0.005,1.96,1.32,0.84,1.73,0.54,2.37,0,0.59,0,0,1.69,0.11,0.81,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0.527042627,0.100304835,0.372652531,0.104994886,0.700157702,0.19484742,0.00805771,6.90E-10,0.189899534,0.658717871,0.04676228,0.000301984,0.096260659
177,177,178,212,242,342,639,CNNPolitics,3560,8078,Barack Obama,"President Trump continues to question former President Obama's birth certificate, The New York Times reports…",Real,2,117,-4.1,4.3,129.4,-0.102,0.15,-0.083,2.56,2.47,0,0.39,0,0,0,0,0.11,0,0.88,0.04,0.56,0,0.93,1.45,0.13,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.384460807,0.544908464,0.070630699,0,0,1,0.88092804,3.76E-07,0.00511451,0.004803503,0.018751379,0.005010342,0.085391834
178,178,179,213,243,343,12864,AP,3655,7439,Barack Obama,"AP FACT CHECK: Trump makes bizarre, untrue claim about Obama not being able to land a plane in the Philippines.",Real,2,117,-5.9,11.5,141.7,-0.198,0.216,-0.066,2.28,0,0.91,0.12,0.67,0.73,0.88,0.77,0.3,0.58,1.28,0,0.5,0,1.17,1.42,0.3,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0.539454281,0.448047072,0.012498661,0.17216146,0.804310381,0.023528144,0.004703741,0.001223073,0.213599905,0.01551616,0.740017235,4.66E-05,0.024893282
179,179,180,214,244,344,25041,guardian,4308,7501,Barack Obama,'Did you know I was coming?' Barack Obama jokes with would-be jurors at Chicago courthouse - video,Real,2,117,28.3,19.7,162,-0.052,0.14,0.181,2.13,2.03,0.95,2.6,1.42,1.47,0,0,0.76,0,0.87,0.45,0.26,0.61,0.25,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.398169488,0.492847919,0.108982615,0.030065594,0.064095855,0.905838668,8.28E-06,1.77E-11,0.334948182,0.000333545,0.663978875,2.06E-06,0.00072909
180,180,181,215,245,345,407,nytimes,4330,7247,Barack Obama,"Barack Obama got out of jury duty once when he had to plan the State of the Union. Now, he's got no such excuse.",Real,2,117,27.4,7.7,146.6,0.023,-0.226,0.097,0.35,0,0.36,0.18,0.82,0.74,0.86,1.38,0.61,0,1.54,0.04,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0.400588721,0.599411309,0,0.086231224,0.810915112,0.102853656,0.965764999,3.65E-09,2.20E-05,0.00549024,0.004731906,8.36E-08,0.023990763
181,181,182,216,246,346,32229,htTweets,4392,7820,Barack Obama,#Photos | Former president of USA Barack Obama will be speaking at the upcoming Hindustan Times Leadership Summit (…,Real,2,117,13.7,25,166.3,0.051,0.064,0.062,0.76,0,1.51,0.52,2.01,2.47,0.7,0.49,0.64,0,1.1,0.33,1.52,0,0.38,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0.356909692,0.413487852,0.229602441,0.267563492,0,0.732436478,0.003578038,1.29E-12,0.011046754,2.26E-06,0.059258461,6.39E-09,0.9261145
182,182,183,217,247,347,24068,politico,4141,7532,Barack Obama,Obama foreign policy advisor @brhodes: “The election was a reminder that there’s no more important element of our f…,Real,2,117,9,13.7,128.5,-0.069,-0.123,0.093,0.62,0,0.97,0.16,1.12,1.37,1.24,1.88,0.81,0,1.06,0.21,0.05,0,0.33,0.97,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0.382469535,0.44448331,0.17304717,0.043068551,0.956931412,0,0.32338199,1.78E-08,0.001410359,0.000932645,0.492062867,2.10E-09,0.182212114
183,183,184,218,248,348,27748,Salon,3599,7819,Barack Obama,Joe Biden just admitted how he responded when Obama asked him to be his VP,Real,2,117,11.2,15,131.4,-0.145,-0.033,0.169,0.01,0,0.32,0.46,0.99,2.28,2.04,1.9,0,0.61,2.83,1.79,1.87,0,0,0,0.53,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0.367809296,0.544145763,0.088044897,0.063597053,0.330761254,0.605641782,0.003407873,3.31E-08,0.000173436,0.00013949,0.056300171,1.17E-07,0.939978838
184,184,185,219,249,349,28481,USATODAY,4272,4098,Barack Obama,"""The question of who's to blame for government shutdowns is no exception because when Obama was president, Trump wa…",Real,2,117,7.2,15.1,119.5,-0.114,0.022,-0.099,0,0,0,0,0,0,0.32,2.35,0,0.88,2.26,1.44,0.72,0.17,0.81,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0.423557967,0.171195731,0.405246317,0.002175426,0.631029546,0.366795063,0.147959262,1.25E-07,0.434839547,2.76E-05,0.033692695,0.340223461,0.043257281
185,185,187,221,251,51,31557,AP,12330,11504,Vladimir Putin,The Latest: White House says no formal Trump-Putin meeting; president arrives in Vietnam to attend APEC summit.,Real,2,111,4,20.8,124.8,0.033,0.011,0.048,0.3,0,0,1.13,0.04,1.23,0,0,0,0,0.72,0,0.71,0.71,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.443163127,0.556836843,0,0.162764534,0,0.837235451,0.010349639,1.62E-06,0.030602457,8.85E-06,0.103891067,3.59E-05,0.855110466
186,186,189,224,256,56,27173,CNNPolitics,12332,13368,Vladimir Putin,MORE: Trump didn't say yes or no to the idea of meeting with Putin but Jeff Sessions shut down the pitch,Real,2,111,3.1,12.7,136.1,0.093,0.051,-0.007,0,0,0.38,0.81,0,0,0,0,0,0,0,0,0.99,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.337351471,0.562268257,0.100380264,0,0.441559494,0.558440506,0.020553166,1.33E-07,0.091095589,0.000479478,0.482944906,0.000195472,0.404731303
187,187,190,225,257,57,34995,CBSNews,12305,11910,Vladimir Putin,"No Trump-Putin formal meeting on tap in Asia, White House says",Real,2,111,3.1,12.8,136.2,0.08,0.052,-0.009,0,0,0.37,0.68,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.336859494,0.560346365,0.102794074,0,0.428717345,0.571282685,0.021948511,1.57E-07,0.092989154,0.000498047,0.475797772,0.000234689,0.408531606
188,188,191,227,261,61,38310,SkyNewsBreak,13012,11960,Vladimir Putin,Kremlin aide tells Interfax agency Russian President Vladimir Putin and U.S. President Donald Trump will discuss No…,Real,2,111,3.1,28.6,126.5,-0.092,-0.034,0.017,0.39,0.25,0,0,0.83,1.1,0.12,0,1.11,0,0.86,0,0,0,1.08,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.46045509,0.538680613,0.000864257,0.146087497,0.04099777,0.81291467,0.001606595,8.00E-16,0.000496121,1.05E-10,0.996632755,1.97E-14,0.001264534
189,189,192,228,262,62,37441,MotherJones,12189,13139,Vladimir Putin,Guess who else Putin is trying to help elect,Real,2,111,19,16.2,131.2,0.043,-0.063,-0.007,0,0,0,2.16,0.02,0,0.52,0,0.5,0,0.19,0.84,0.66,0.66,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.418463409,0.581536531,0,0,0,1,0.01582111,5.05E-06,0.30865702,0.002611313,0.509410083,5.39E-05,0.163441539
190,190,193,230,265,65,24715,NBCNews,12994,12599,Vladimir Putin,"Call between President Trump and Putin on Syria will take place Tuesday morning, White House Press Secretary Sarah…",Real,2,111,3.4,24.1,125.5,0.04,-0.032,0.07,0,0.4,0,0.67,1.41,1.54,0.75,0.84,1.35,0.92,0.25,1.16,0.66,0.84,0,0,0.79,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.416377574,0.500705183,0.082917266,0.07146588,0.461851865,0.466682315,0.406570494,0.148321956,0.348552257,0.020831797,0.049397208,0.008991629,0.017334668
191,191,194,231,266,66,23659,cnnbrk,11695,11926,Vladimir Putin,"No formal Trump-Putin meeting scheduled, White House says",Real,2,111,15.6,27.9,143.7,0.211,-0.187,0.062,0,0.83,0,0.32,0.14,1.13,0.78,0.65,0.24,0.19,0.76,0.17,0,0,0,0.34,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.364731252,0.576860428,0.058408298,0,0,1,0.001935282,4.12E-11,0.010985016,4.24E-07,0.900458753,7.08E-08,0.086620323
192,192,195,232,267,67,32624,USATODAY,12628,12070,Vladimir Putin,"Russian President Vladimir Putin ordered a “significant” withdrawal of troops from Syria on Monday, according to Ru…",Real,2,111,9,27.1,142.4,0.054,0.208,-0.034,0.22,0,0.28,0,0,0.74,0.24,0.47,0.4,0.56,0.73,0.3,0.26,0.51,0.17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.453622907,0.503724337,0.042652722,0.074650832,0,0.925349176,0.005963735,0.019075509,0.010782822,0.471762866,0.097230837,0.001294618,0.393889606
193,193,196,233,268,68,34443,USATODAY,12445,12153,Vladimir Putin,Putin signed into law the new bill designating international media outlets as foreign agents.,Real,2,111,3.4,17.2,143.8,0.049,-0.317,-0.091,0,0.43,0,0.59,0.98,2.86,1.05,1.16,1.04,0,0.16,0.32,0.5,0,0.13,0.12,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0.480559915,0.444348067,0.075092077,0,0,1,0.006344593,0.113111056,0.000701304,0.000128486,0.878505468,1.01E-05,0.001198948
194,194,197,234,269,69,26268,nytimesworld,13190,11946,Vladimir Putin,Skeptics question whether Ksenia Sobchak is running against President Vladimir Putin or doing his bidding,Real,2,111,-3.4,13.4,151,-0.147,-0.166,0.05,1.5,0,1.32,0.1,0.62,1.21,0.21,0.52,0.42,0.22,0.57,0.04,0,0,0,0.58,0.37,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.379272342,0.475381374,0.145346224,0,0.282848388,0.717151642,0.014113402,2.83E-08,0.216993675,3.59E-09,0.741550803,4.12E-10,0.027342066
195,195,198,235,270,70,32886,nytimes,11940,12195,Vladimir Putin,The Kremlin's man in Washington? He plays hockey. On the gap-toothed DC sports hero assisting the Putin re-elect.,Real,2,111,-3.4,13.4,151,-0.147,-0.166,0.05,1.5,0,1.32,0.1,0.62,1.21,0.21,0.52,0.42,0.22,0.57,0.04,0,0,0,0.58,0.37,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.379272342,0.475381374,0.145346224,0,0.282848388,0.717151642,0.014113402,2.83E-08,0.216993675,3.59E-09,0.741550803,4.12E-10,0.027342066
