,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,screen_name,idx,clean_text,selection,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
555,557,558,558,558,580,18842,nypost,18842,Texas church shooting victims’ ages range from 5 to 72,angry,Real,1,-1,14.0,7.9,159.7,0.079,-0.003,-0.033,0.66,0.0,0.0,0.66,1.23,0.38,0.86,1.27,1.07,3.32,0.0,2.16,0.56,0.61,0.0,0.57,0.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.550272405,0.275861025,0.17386654,0.190814719,0.702470422,0.10671486,0.536872447,2.19e-11,7.8e-05,4.63e-08,0.46165359,3.75e-12,0.001396001
556,558,559,559,559,582,1910,nypost,1910,"""The Chew"" spits out Mario Batali",angry,Real,1,47,16.5,21.4,144.0,-0.08,-0.244,-0.034,0.0,0.0,0.0,0.0,0.6,0.0,0.72,0.86,0.0,0.0,1.85,1.1,0.0,0.04,0.0,0.93,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.421646088,0.419934183,0.158419684,0.0,0.0,1.0,0.475636035,0.02559191,0.246642381,0.002544942,0.011783965,0.234055936,0.003744838
557,559,560,560,560,583,4371,nypost,4371,Trove of stolen John Lennon memorabilia recovered in Germany,angry,Real,1,-1,4.1,22.6,122.9,-0.048,-0.015,0.08900000000000001,2.76,1.52,0.08,1.95,0.59,0.51,0.0,0.9,1.68,1.65,0.0,0.0,0.41,0.0,2.49,0.92,0.89,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0.300982535,0.699017465,0.0,0.250225961,0.416931659,0.33284238,0.461753607,9.45e-10,0.014909072,0.496868849,0.008574286,0.001774845,0.016119305
558,560,561,561,561,584,12105,nypost,12105,"WWE wrestler arrested, charged with battery of pro-wrestler wife",angry,Real,1,-1,14.8,4.5,141.5,-0.106,0.027000000000000003,0.021,1.23,1.85,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.61,1.01,1.37,0.0,0.13,0.0,0.0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.478068233,0.474229485,0.047702245,0.0,0.0,1.0,0.425155073,4.89e-05,0.001122855,0.050269924,0.105109178,0.002772466,0.4155215920000001
559,561,562,562,562,585,9772,nypost,9772,Joss Whedon lashes out at Trump on Twitter,angry,Real,1,-1,2.2,5.1,138.8,-0.174,0.005,-0.236,1.76,0.0,0.25,0.08,0.72,3.28,0.86,0.72,0.1,0.0,0.28,1.36,0.39,1.0,0.0,0.0,0.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0.345406085,0.6317604179999999,0.022833502,0.195914716,0.804085255,0.0,0.414044261,0.0001166,0.017281771,0.034641083,0.480693042,0.000229141,0.052994087
560,562,563,563,563,586,5430,nypost,5430,How a 70-year-old subway singer landed a record deal,angry,Real,1,-1,3.6,20.6,125.1,-0.152,0.13,-0.128,1.86,0.25,0.0,0.0,1.61,0.61,0.95,2.18,1.91,0.0,1.11,0.0,0.0,0.41,2.77,1.75,0.0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0.353848428,0.646151602,0.0,0.100490525,0.7673034670000001,0.132206008,0.402676225,1.66e-07,0.350189924,0.037798591,0.078116223,0.130142182,0.0010767
561,563,564,564,564,587,3997,nypost,3997,LAPD is investigating the rape claim against Ed Westwick,angry,Real,1,-1,14.7,23.3,136.3,-0.16899999999999998,-0.012,0.009000000000000001,0.59,0.51,0.41,0.07,0.0,1.55,0.61,0.0,0.0,0.0,1.32,0.44,0.31,0.08,0.33,1.09,0.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0.311079979,0.534696221,0.15422377,0.225879341,0.6413822770000001,0.132738322,0.3847396970000001,2.07e-05,0.062266577,0.001263201,0.060292598,5.47e-05,0.491362661
562,564,565,565,565,588,5373,nypost,5373,‘Road rage’ cop found not guilty in shooting of unarmed man,angry,Real,1,-1,5.7,19.4,149.3,-0.08199999999999999,0.197,-0.105,0.0,0.0,0.0,0.09,0.76,1.57,0.0,0.0,0.52,0.66,0.35,0.14,0.07,0.0,0.04,1.06,0.51,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0.370924473,0.34033203100000003,0.288743466,0.0,0.18821989,0.811780095,0.368677586,1.55e-12,1.9e-05,7.990000000000001e-08,0.339202732,7.469999999999999e-13,0.292100549
563,565,566,566,566,589,3818,nypost,3818,JUST IN: Senate leaders strike a deal to reopen government after three-day standoff,angry,Real,1,80,10.5,10.6,133.6,-0.25,0.046,0.034,0.6,0.86,0.82,1.92,0.61,0.0,0.24,1.16,0.89,1.65,1.62,2.42,1.56,0.78,0.04,1.61,0.0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0.532079399,0.418063581,0.049856998,0.021701735,0.140438452,0.837859809,0.364511371,0.146598369,0.229543477,0.067378536,0.003154165,0.17683278,0.011981266
564,566,567,567,567,590,6077,nypost,6077,Tyrese plans to represent himself in court after his attorney drops out,angry,Real,1,-1,-8.6,7.1,127.0,-0.197,0.004,-0.037000000000000005,0.0,1.55,0.0,0.0,0.24,0.0,0.76,0.11,0.42,1.45,1.78,0.62,1.61,0.23,0.96,0.33,1.08,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.408335447,0.431766361,0.159898251,0.0,0.0,1.0,0.334427387,0.000539607,0.270792544,0.000914498,0.070715293,5.08e-05,0.322559834
565,567,568,568,568,591,1975,nypost,1975,Jake Gyllenhaal could potentially replace Ben Affleck as Batman:,angry,Real,1,-1,-3.0,33.1,141.6,-0.006999999999999999,0.21,-0.06,0.37,0.0,1.2,0.0,0.06,0.46,0.74,0.0,0.0,1.63,0.71,0.0,0.0,0.0,0.76,1.58,0.0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0.425951898,0.427061915,0.146986216,0.214089975,0.324244082,0.461665928,0.33069855,5.839999999999999e-13,8.62e-09,0.000326401,0.666032314,6.32e-13,0.002942734
566,568,569,569,569,592,19943,nypost,19943,"Model staged kidnapping for fame, suspect claims",angry,Real,1,-1,8.7,17.0,131.1,-0.064,-0.107,-0.101,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.75,0.76,0.97,0.0,1.28,0.13,0.28,0.53,0.0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0.319271117,0.472499877,0.208228976,0.0,0.854033053,0.145966992,0.321594596,0.020982699,0.037068337,0.11204794,0.43056798,0.001302212,0.076436169
567,569,570,570,570,593,83,nypost,83,"Al Franken has been cut from the PBS special, ""David Letterman: The Mark Twain Prize""",angry,Real,1,84,-2.3,18.3,132.6,-0.171,-0.026,0.203,0.71,0.91,1.52,0.0,0.92,0.04,1.39,1.64,0.45,2.14,1.6,1.47,1.62,0.0,0.0,0.0,0.36,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0.462052971,0.537947059,0.0,0.08462292,0.837007046,0.078370124,0.318571389,3.66e-05,0.005672018000000001,0.000155326,0.14054662,6.93e-06,0.535011053
568,570,571,571,571,594,941,nypost,941,UN human rights office calls Trump’s ‘shithole’ remark ‘shameful’ and ‘racist’,angry,Real,1,129,5.4,20.3,154.5,-0.118,0.107,-0.025,1.12,0.0,2.29,0.0,0.12,1.34,0.49,0.0,0.0,1.12,1.52,0.81,1.38,0.26,0.0,0.0,1.27,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0.416708827,0.583291233,0.0,0.0,0.274892747,0.725107253,0.309635282,7.459999999999998e-07,0.009061145,1.33e-06,0.3829395470000001,7.1e-08,0.298361778
569,571,572,572,572,595,8816,nypost,8816,White House voicemail blames Democrats for shutdown,angry,Real,1,129,6.2,18.4,127.3,-0.16699999999999998,-0.218,0.016,1.16,0.61,0.7,0.0,1.48,2.95,0.85,2.61,0.47,1.31,2.3,0.17,1.14,0.0,2.71,1.31,1.41,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0.387557566,0.440407634,0.172034845,0.0,0.605801344,0.394198686,0.29674869800000003,0.001721466,0.478858888,0.001138927,0.198185965,0.01011621,0.013229853
570,572,573,573,573,596,11373,nypost,11373,Jeffrey Tambor calls latest sexual harassment claim an ‘enthusiastic farewell’,angry,Real,1,-1,7.7,21.9,140.3,-0.101,0.107,-0.116,1.02,1.15,0.33,1.13,0.2,0.0,0.0,0.01,0.14,0.41,1.14,0.97,0.84,0.5,0.13,0.73,0.0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.422531635,0.496965915,0.080502398,0.141473219,0.0,0.8585267659999999,0.29343912,0.000908163,0.580985248,0.000694119,0.041156758,0.058753651,0.024062917000000003
571,573,574,574,574,597,19469,nypost,19469,Internet falls for joke that Trump watches ‘Gorilla Channel’,angry,Real,1,129,1.2,5.0,115.6,-0.126,0.001,0.043,1.58,0.04,1.19,0.4,1.94,3.59,1.61,1.11,0.55,0.78,2.49,0.1,2.48,0.0,2.59,1.75,0.82,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0.561638176,0.307017535,0.131344303,0.0,0.0,1.0,0.286775202,0.118997052,0.366493404,0.001732931,0.197466552,0.026833104,0.001701794
572,574,575,575,575,598,8066,nypost,8066,Browns realize they’ve made a huge mistake … again,angry,Real,1,-1,12.9,20.9,146.7,0.036000000000000004,-0.267,0.025,0.0,0.0,0.58,1.02,0.05,0.0,0.96,1.97,0.0,0.04,2.15,0.0,0.13,0.03,0.78,1.93,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.401213825,0.553864181,0.044922028,0.026539966,0.0,0.973460019,0.285529852,1.9e-07,0.016344937,0.000975292,0.435484171,8.94e-05,0.261576116
573,575,576,576,576,599,17418,nypost,17418,Zimbabwe swears in new leader Emmerson Mnangagwa,angry,Real,1,-1,14.0,19.2,152.4,-0.08199999999999999,0.058,-0.035,0.0,0.0,0.69,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.66,0.28,2.66,0.45,0.4,0.08,0.33,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0.351940751,0.628063381,0.019995883,0.0,0.0,1.0,0.285373569,1.56e-06,0.046021361,9.75e-06,0.602282047,1.29e-06,0.066310406
574,576,577,577,577,600,12676,CNNPolitics,12676,"Who is Doug Jones, the Democrat running for Senate in Alabama?",happy,Real,1,64,22.6,25.0,164.4,0.037000000000000005,-0.21600000000000005,0.08,0.0,0.0,0.31,0.0,1.91,1.76,0.82,2.42,2.38,0.78,0.72,0.0,0.0,0.0,1.87,1.09,0.0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0.260712802,0.739287198,0.0,0.043416724,0.466092676,0.490490586,1.93e-09,1.52e-27,1.13e-15,1.0,1.56e-14,3.71e-13,3.58e-15
575,577,578,578,578,601,19867,CNNPolitics,19867,The 7 most revealing findings in the Virginia exit polls,happy,Real,1,-1,13.6,21.8,172.5,0.047,-0.019,0.103,0.99,2.63,0.0,0.55,1.53,0.27,0.57,2.32,2.82,2.31,0.0,1.08,0.0,0.0,2.31,0.71,1.6,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0.085309669,0.914690375,0.0,0.0,0.0,1.0,6.22e-19,1.26e-32,9.65e-22,0.999999881,2.52e-15,2.5e-09,6.57e-08
576,578,579,579,579,602,19372,CNNPolitics,19372,President Trump's health: What we know so far,happy,Real,1,129,6.2,1.6,128.7,-0.136,-0.044,-0.049,0.0,0.0,0.0,0.0,3.03,2.82,0.77,1.0,2.82,1.93,0.84,0.67,1.1,0.9,0.64,1.43,0.0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0.528078794,0.292776018,0.179145217,0.034136325,0.939107478,0.026756249,3.81e-09,1.13e-18,4.3e-11,0.999999642,3.18e-08,2.19e-07,1.17e-07
577,579,580,580,580,603,11909,CNNPolitics,11909,Washington tells time in political bombshells,happy,Real,1,84,16.7,7.5,138.4,-0.085,-0.031,-0.06,0.33,0.59,1.85,0.59,2.19,0.98,0.0,1.34,2.86,1.92,0.0,0.0,1.21,0.0,1.46,0.1,0.33,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0.4274652,0.5725348000000001,0.0,0.048076343,0.799712002,0.152211621,2.02e-06,1.21e-17,3.17e-12,0.999997973,1.14e-09,5.39e-15,2.02e-10
578,580,581,581,581,604,37,CNNPolitics,37,"Former first lady Laura Bush on the current first family: ""I wish them all the best""",happy,Real,1,-1,13.5,12.2,135.8,-0.001,-0.054000000000000006,-0.021,0.13,0.0,0.0,0.86,2.2,2.02,0.05,1.14,3.37,2.1,0.0,0.0,0.35,0.0,2.05,1.02,0.67,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0.170633242,0.829366803,0.0,0.095060021,0.90493995,0.0,5.36e-15,5.28e-30,8.68e-17,0.999996305,8.02e-12,1.43e-08,3.65e-06
579,581,582,582,582,605,20483,CNNPolitics,20483,Republicans are struggling with their tax plan on the eve a self-imposed deadline,happy,Real,1,44,12.5,3.4,139.5,-0.09,-0.046,0.174,0.0,0.0,0.0,0.62,1.63,2.04,0.75,1.02,2.06,1.16,1.2,0.02,0.0,0.45,0.51,0.83,0.01,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0.295589298,0.704410732,0.0,0.108466759,0.868400693,0.023132512,4.36e-06,1.7e-21,2.2200000000000004e-08,0.999995232,5.789999999999999e-09,3.02e-07,6.9e-09
580,582,583,583,583,606,19233,CNNPolitics,19233,President Trump does not take questions from reporters in China,happy,Real,1,136,16.4,17.2,119.5,-0.064,-0.152,0.108,1.17,0.85,0.0,0.0,2.75,3.03,1.27,3.09,2.28,0.63,2.54,0.0,0.67,0.0,0.92,0.0,0.74,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0.458834112,0.401012331,0.140153542,0.09846589,0.65259105,0.248943061,1.65e-05,2.45e-14,1.2099999999999998e-07,0.999979734,3.44e-06,5.28e-17,1.6100000000000005e-07
581,583,584,584,584,607,4344,CNNPolitics,4344,"Former Secretary of State Condoleezza Rice: Kim Jong Un is ""actually pretty clever""",happy,Real,1,-1,13.2,14.9,131.3,-0.041,-0.199,-0.08800000000000001,0.0,0.0,0.21,0.0,0.51,1.34,1.06,0.98,1.31,1.11,0.36,0.85,1.12,0.0,0.45,0.74,0.0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0.286218077,0.713781953,0.0,0.134809658,0.75388211,0.111308165,3.85e-11,1.34e-18,3.1899999999999995e-11,0.999970198,7.6e-06,5.26e-09,2.22e-05
582,584,585,585,585,608,9437,CNNPolitics,9437,"Danica Roem: ""A knowledgeable transgender person can do well in government""",happy,Real,1,13,11.3,29.9,169.8,-0.07200000000000001,0.243,-0.151,0.94,0.62,0.51,1.6,1.62,0.01,0.0,0.96,1.33,2.02,0.0,0.13,0.71,0.0,1.65,0.0,0.0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0.271664828,0.489044875,0.239290297,0.0,0.402907759,0.597092211,1.24e-10,2.94e-16,3.67e-11,0.999929309,6.579999999999999e-09,4.95e-09,7.070000000000001e-05
583,585,586,586,586,610,4132,CNNPolitics,4132,The mystery over the attack on Rand Paul deepens,happy,Real,1,27,8.2,33.1,154.6,-0.261,0.14300000000000002,-0.188,1.58,1.25,0.0,0.87,0.32,0.0,0.0,1.43,1.08,1.06,0.8,1.01,0.25,0.87,0.8,1.64,0.0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.5456869010000001,0.195822179,0.25849089,0.0,0.0,1.0,9.58e-08,1.77e-12,1.89e-05,0.999884605,1.2e-07,1.24e-07,9.61e-05
584,586,587,587,587,611,8177,CNNPolitics,8177,How 2017's elections gave Democrats a recipe for big midterm wins,happy,Real,1,64,0.7,15.5,149.6,-0.071,0.161,0.029,0.0,0.0,0.27,0.0,0.6,0.0,0.23,0.8,1.41,0.0,0.0,0.0,0.16,0.0,0.97,0.53,0.0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0.246692792,0.753307223,0.0,0.106139801,0.0,0.893860221,6.56e-05,3.69e-08,0.000271783,0.999603808,5.84e-05,3.23e-08,3.37e-07
585,587,588,588,588,612,17321,CNNPolitics,17321,"JUST IN: North Korea has fired a ballistic missile, South Korea says",happy,Real,1,-1,17.7,0.4,150.0,-0.098,-0.04,-0.076,0.0,0.0,0.65,0.0,1.43,1.79,1.3,2.23,1.31,1.61,0.85,0.0,0.0,0.0,0.91,0.0,0.0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0.302084655,0.6143288020000001,0.083586574,0.0,0.153903499,0.8460965159999999,6.95e-06,3e-15,5.26e-12,0.999560297,2.34e-06,9.85e-08,0.000430398
586,588,589,589,589,613,20310,CNNPolitics,20310,This is Jeff Flake’s chance to back up his tough talk | Analysis by Gregory Krieg,happy,Real,1,33,20.4,26.6,151.1,-0.044,-0.134,0.07200000000000001,1.38,0.0,0.14,0.25,0.08,1.06,0.15,1.81,0.75,0.0,1.63,0.0,2.55,0.06,0.57,0.03,0.13,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0.187744543,0.812255383,0.0,0.117211387,0.0,0.8827885990000001,3.77e-05,6.69e-13,3.27e-05,0.999257863,5.18e-06,3.48e-06,0.0006631489999999999
587,589,590,590,590,614,15100,CNNPolitics,15100,President Trump will host a prison reform listening session,happy,Real,1,18,7.5,16.1,142.4,-0.035,-0.287,0.052000000000000005,0.0,0.0,0.67,1.64,0.28,0.0,0.0,0.8,0.55,0.45,0.42,0.0,0.38,0.0,0.0,0.0,0.0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0.37215665,0.591178358,0.036664985,0.116426326,0.761674464,0.121899262,6.03e-06,9e-12,4.21e-07,0.998842418,1.33e-05,1.25e-05,0.001125282
588,590,591,591,591,615,1457,CNNPolitics,1457,"Fact-check: President Trump claims the Republican tax plan will ""cost me a fortune""",happy,Real,1,-1,12.4,27.9,149.8,-0.177,0.049,0.038,3.27,1.15,1.01,0.89,1.77,0.35,0.0,1.31,1.34,2.81,0.13,1.15,1.32,0.0,0.51,0.32,0.17,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0.526957691,0.213062495,0.259979814,0.0,0.0,1.0,0.000267062,1.8e-09,5.25e-05,0.998414397,9.86e-05,2.32e-05,0.001144268
589,591,592,592,592,616,13046,CNNPolitics,13046,Congress week ahead: Republicans aim to advance the tax bill,happy,Real,1,44,7.4,8.9,131.1,-0.097,-0.08900000000000001,0.051,1.4,0.0,1.39,1.56,0.0,0.96,0.11,0.0,0.26,0.1,0.85,0.11,0.06,0.0,0.0,0.0,0.34,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0.36368224,0.611702979,0.024614766,0.122801684,0.581803918,0.29539439100000003,1.38e-06,9.48e-12,0.000647268,0.998339653,0.000115725,5.22e-05,0.0008436769999999999
590,592,593,593,593,617,2152,CNNPolitics,2152,This deduction could be a sticking point in the tax debate,happy,Real,1,44,7.4,8.9,131.1,-0.097,-0.08900000000000001,0.051,1.4,0.0,1.39,1.56,0.0,0.96,0.11,0.0,0.26,0.1,0.85,0.11,0.06,0.0,0.0,0.0,0.34,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0.36368224,0.611702979,0.024614766,0.122801684,0.581803918,0.29539439100000003,1.38e-06,9.48e-12,0.000647268,0.998339653,0.000115725,5.22e-05,0.0008436769999999999
591,593,594,594,594,618,2032,CNNPolitics,2032,Two senators are sworn into office amid the #MeToo movement,happy,Real,1,-1,10.4,13.6,141.3,-0.071,-0.151,-0.123,2.05,2.49,1.61,0.82,1.39,1.72,1.31,2.04,1.76,1.17,0.06,0.0,0.54,0.0,2.84,1.31,0.11,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0.286860615,0.713139355,0.0,0.113218524,0.654194951,0.232586578,2.16e-06,9.32e-15,0.00015083799999999998,0.998134434,1.57e-07,0.001711963,4.61e-07
592,594,595,595,595,619,6648,CNNPolitics,6648,"The GOP tax bill could make ""dark money"" political contributions tax deductible",happy,Real,1,-1,4.0,10.6,142.5,-0.203,-0.08,0.231,0.78,0.0,0.29,0.62,0.63,2.24,0.67,0.0,0.21,0.32,0.82,0.0,0.78,0.0,0.2,0.09,0.0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0.301495552,0.4013973770000001,0.2971071,0.0,0.682831168,0.317168802,6.31e-06,1.6600000000000006e-11,1.6899999999999994e-05,0.997698009,0.000117329,0.000207556,0.001953899
593,595,596,596,596,620,5817,CNNPolitics,5817,Senators weigh in on a proposed “dark money” tax deduction,happy,Real,1,-1,3.9,10.5,142.6,-0.195,-0.081,0.233,0.73,0.0,0.24,0.51,0.62,2.01,0.75,0.0,0.21,0.34,0.81,0.0,0.9,0.0,0.21,0.13,0.0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0.310523748,0.392273039,0.297203183,0.0,0.689463615,0.310536385,6.14e-06,1.95e-11,1.6899999999999994e-05,0.997622192,9.92e-05,0.000202753,0.002052685
594,596,597,597,597,622,8199,CNNPolitics,8199,The death of rapper Lil Peep ignites a conversation about the addiction epidemic,happy,Real,1,-1,-7.0,13.6,153.7,-0.335,-0.03,-0.056,0.99,1.55,1.14,0.0,1.9,2.61,0.63,1.75,2.09,0.0,0.0,0.0,0.0,0.0,2.92,0.48,0.99,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0.363683999,0.636316061,0.0,0.09164606,0.713357508,0.194996506,0.000177415,2.42e-05,0.003142712,0.992389739,0.003043643,2.37e-06,0.001219868
595,597,598,598,598,623,12025,CNNPolitics,12025,People like Oprah but aren't sure about her running for president,happy,Real,1,88,2.8,11.2,129.6,-0.165,-0.006999999999999999,0.052000000000000005,1.58,1.69,0.0,0.36,0.65,0.0,0.21,1.14,1.19,1.34,1.02,1.4,1.87,0.0,1.24,1.48,0.5,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0.172479242,0.827520728,0.0,0.015377385,0.984622657,0.0,0.000436109,4.57e-12,0.0075458209999999986,0.989779532,0.00218834,5.01e-05,7.98e-09
596,598,599,599,599,624,11543,CNNPolitics,11543,Where Senate candidates Roy Moore and Doug Jones stand on key issues,happy,Real,1,64,7.8,3.4,129.5,-0.224,-0.054000000000000006,-0.019,0.76,0.0,0.0,0.0,0.57,0.0,0.44,0.42,0.0,0.65,1.69,0.0,3.0,0.74,0.0,0.38,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0.481788129,0.296917647,0.221294165,0.102025591,0.58007139,0.317902923,1.04e-05,1.27e-06,0.001618975,0.986680686,0.009055136,1.86e-08,0.00263355
597,599,600,600,600,625,394,CNNPolitics,394,Haitian-American GOP Rep. Mia Love demands that President Trump apologize,happy,Real,1,-1,-1.9,8.3,143.8,-0.213,-0.139,0.077,0.11,0.0,0.0,0.0,1.91,1.54,0.22,3.28,0.8,0.98,3.45,1.25,0.0,0.49,0.86,2.52,0.0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0.34879490700000004,0.651205122,0.0,0.023911467,0.361664593,0.6144238710000001,0.006985145,1.41e-09,1.53e-05,0.986493409,0.001789158,0.000473668,0.004243292
598,600,601,601,601,626,3451,CNNPolitics,3451,"President Trump strikes an optimistic tone on North Korea: ""We're making a lot of progress""",happy,Real,1,129,11.0,27.2,142.6,-0.06,-0.205,0.105,0.31,1.2,0.0,0.76,0.55,0.0,0.0,0.45,1.25,0.23,0.08,0.8,0.31,0.0,0.0,0.22,0.25,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.286194772,0.7138052579999999,0.0,0.0,0.582139015,0.417861015,0.000655064,7.96e-06,0.000424945,0.982411802,0.007952012,8.56e-05,0.008462588
599,601,602,602,602,627,12909,CNNPolitics,12909,"Secretary of State Rex Tillerson: ""I intend to be here for the whole year""",happy,Real,1,129,9.4,21.3,140.8,-0.107,0.033,0.034,0.0,0.0,1.79,0.0,2.75,2.62,0.98,0.65,2.38,1.84,0.19,0.86,1.79,0.47,0.17,0.0,0.0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0.391104341,0.6088956,0.0,0.24155803,0.373950362,0.384491652,3.64e-06,3.0500000000000005e-11,3e-07,0.972607315,5.38e-06,3.55e-05,0.027347805
600,602,603,603,603,628,13512,CNNPolitics,13512,The most important race of 2017 is getting very close,happy,Real,1,22,11.4,19.1,147.4,0.018000000000000002,0.042,0.094,0.0,0.0,0.06,0.0,0.35,0.57,0.16,0.7,0.0,1.35,1.22,1.05,0.94,0.0,0.0,1.36,0.0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0.44309181,0.335687399,0.221220836,0.07273302200000001,0.927266955,0.0,0.00026206,1.93e-10,0.001381552,0.96368134,0.000376864,0.00062583,0.033672336000000004
601,603,604,604,604,629,18748,CNNPolitics,18748,President Trump has common form of heart disease,happy,Real,1,-1,19.2,11.4,146.6,-0.091,-0.019,-0.008,0.85,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.94,1.06,0.46,0.0,0.0,0.14,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0.331789315,0.443880558,0.224330053,0.013824652,0.0,0.986175299,1.42e-08,1.8e-24,1.01e-10,0.959412873,0.002696693,2.7e-13,0.03789049
602,604,605,605,605,630,2340,CNNPolitics,2340,Sen. Rand Paul's injuries from the assault are more severe than initially reported,happy,Real,1,27,23.9,7.2,137.0,0.005,-0.214,0.037000000000000005,0.13,0.0,0.0,0.28,0.0,0.0,0.0,0.32,0.02,0.0,0.21,0.0,0.0,0.0,0.0,0.61,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.327432334,0.672567666,0.0,0.132188931,0.476466417,0.391344696,0.000182298,2.12e-11,8.759999999999999e-05,0.953446805,4.04e-05,1.19e-06,0.046241785999999986
603,605,606,606,606,631,14385,CNNPolitics,14385,Donald Trump's #MeToo moment is here ,happy,Real,1,-1,-2.1,7.7,130.1,-0.173,0.028,0.014,1.61,0.03,0.0,0.0,1.9,2.62,1.01,1.56,0.88,0.25,0.17,0.57,1.91,0.93,1.73,0.41,0.65,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0.519687474,0.397899538,0.082412921,0.0,0.457482517,0.542517424,0.025696153,2.59e-05,4.75e-05,0.950085282,0.009382376,1.48e-06,0.014761423
